date,transaction_type,description,amount,balance,category
2024-08-28,ONLINE PAYMENT,CHECKERS ONLINE 3214327,-756.87,2843726.93,groceries
2024-08-28,POS,BANK INTEREST,14881.83,3520798.08,income
2024-08-28,POS,BOLT *35736,-56.56,2021186.05,transport
2024-08-28,EFT,MAKRO STORE 06594918,-1382.59,3369326.17,shopping
2024-08-28,CARD PURCHASE,PICK N PAY CPT 5213,-1792.82,3119952.18,groceries
2024-08-29,POS,MCDONALDS 20367 ZA,-362.19,1976175.02,restaurants
2024-08-29,ATM WITHDRAWAL,SALARY ACME LTD,20806.0,766459.75,income
2024-08-29,CARD PURCHASE,VODACOM CPT 97241214,-319.57,2251057.89,utilities
2024-08-29,POS,BP STORE 1903,-1858.72,3325777.1,transport
2024-08-29,POS,TELKOM CPT 783720,-924.44,52779.64,utilities
2024-08-29,EFT,TELKOM ONLINE 1324,-866.33,2725102.95,utilities
2024-08-29,EFT,SALARY ACME LTD,22474.02,1839645.59,income
2024-08-30,DEBIT ORDER,SALARY ACME LTD,26757.71,1357497.25,income
2024-08-30,POS,GAME CPT 688322,-1982.92,2948823.0,shopping
2024-08-30,EFT,VODACOM CPT 8147382,-1752.37,764707.38,utilities
2024-08-30,CARD PURCHASE,CHECKERS ONLINE 35328,-183.56,2304028.74,groceries
2024-08-30,ATM WITHDRAWAL,SPAR *23416940,-515.83,2342179.82,groceries
2024-08-30,CARD PURCHASE,KFC STORE 67693,-1460.76,1991444.92,restaurants
2024-08-30,ATM WITHDRAWAL,NETFLIX CPT 6749,-381.51,3460194.17,entertainment
2024-08-30,POS,KFC ONLINE 41737,-986.39,3120376.08,restaurants
2024-08-30,DEBIT ORDER,BANK INTEREST,5848.15,1825280.1,income
2024-08-30,ATM WITHDRAWAL,WOOLWORTHS CPT 22618,-126.57,309101.11,groceries
2024-08-31,POS,SHELL *9020424,-377.25,2806000.24,transport
2024-08-31,POS,NETFLIX ONLINE 880401,-1306.25,2712504.21,entertainment
2024-08-31,ATM WITHDRAWAL,CHECKERS STORE 87970,-515.92,2123848.28,groceries
2024-08-31,CARD PURCHASE,UBER ONLINE 338122,-1821.91,3015067.2,transport
2024-08-31,POS,MAKRO 09634239 ZA,-1236.85,3454141.23,shopping
2024-09-01,ATM WITHDRAWAL,DSTV 83921 ZA,-713.05,1817983.0,entertainment
2024-09-01,CARD PURCHASE,AMAZON ONLINE 711501,-1141.44,2845746.23,shopping
2024-09-01,ONLINE PAYMENT,CITY OF CAPE TOWN 570747 ZA,-314.24,482389.6,utilities
2024-09-01,EFT,TELKOM 9349 ZA,-414.92,104877.9,utilities
2024-09-01,ATM WITHDRAWAL,MAKRO STORE 6020,-272.59,686963.69,shopping
2024-09-01,EFT,SALARY ACME LTD,10699.33,2091226.62,income
2024-09-01,ATM WITHDRAWAL,SPAR *96492,-632.67,1739728.38,groceries
2024-09-01,CARD PURCHASE,AMAZON *116384,-703.56,2702974.15,shopping
2024-09-02,EFT,SHELL 542480 ZA,-1194.02,751967.68,transport
2024-09-02,CARD PURCHASE,SPOTIFY 2991578 ZA,-1002.0,676334.85,entertainment
2024-09-02,POS,SPOTIFY CPT 81749,-393.56,834608.66,entertainment
2024-09-02,POS,MTN CPT 11434,-1013.03,3447103.5,utilities
2024-09-02,ONLINE PAYMENT,MTN CPT 22734,-1129.77,105292.82,utilities
2024-09-03,POS,TELKOM ONLINE 51416887,-454.34,298690.29,utilities
2024-09-03,ONLINE PAYMENT,TAKEALOT 06146529 ZA,-1015.27,2997992.5,shopping
2024-09-03,ONLINE PAYMENT,BP ONLINE 433753,-852.48,2971376.42,transport
2024-09-03,DEBIT ORDER,DSTV CPT 75066399,-1080.3,688468.54,entertainment
2024-09-04,EFT,CITY OF CAPE TOWN ONLINE 9825116,-1590.7,2810597.36,utilities
2024-09-04,ONLINE PAYMENT,TELKOM *525048,-584.84,1983413.69,utilities
2024-09-04,ONLINE PAYMENT,KFC ONLINE 5395,-100.03,300438.71,restaurants
2024-09-04,ATM WITHDRAWAL,KFC ONLINE 238742,-579.06,2633086.31,restaurants
2024-09-04,ONLINE PAYMENT,BOLT STORE 025456,-1454.68,57295.79,transport
2024-09-04,EFT,MAKRO CPT 841093,-111.03,1920955.95,shopping
2024-09-04,ATM WITHDRAWAL,SALARY ACME LTD,28421.74,2255974.73,income
2024-09-05,ATM WITHDRAWAL,AMAZON CPT 664166,-759.05,2508778.89,shopping
2024-09-05,ONLINE PAYMENT,BOLT CPT 52282,-46.77,2771872.84,transport
2024-09-05,CARD PURCHASE,CITY OF CAPE TOWN ONLINE 04905,-782.73,3449742.21,utilities
2024-09-06,ATM WITHDRAWAL,SPAR ONLINE 81794856,-993.81,2219075.99,groceries
2024-09-06,EFT,SALARY ACME LTD,14795.2,631814.46,income
2024-09-06,ONLINE PAYMENT,UBER 64219407 ZA,-1331.67,2751236.57,transport
2024-09-07,CARD PURCHASE,BP ONLINE 66578,-1570.77,3593637.13,transport
2024-09-07,EFT,FREELANCE CLIENT,27477.83,2023233.17,income
2024-09-07,CARD PURCHASE,BOLT *004343,-262.21,509624.56,transport
2024-09-08,EFT,MAKRO STORE 6564,-1893.3,1986568.46,shopping
2024-09-08,ATM WITHDRAWAL,MCDONALDS 61199554 ZA,-1697.92,1826435.54,restaurants
2024-09-08,EFT,SALARY ACME LTD,6773.63,2992135.66,income
2024-09-08,ONLINE PAYMENT,BOLT CPT 83594,-1175.08,1915618.64,transport
2024-09-09,CARD PURCHASE,SPAR 92785 ZA,-635.31,1567463.5,groceries
2024-09-09,DEBIT ORDER,FREELANCE CLIENT,5641.82,1448769.28,income
2024-09-09,EFT,STEERS CPT 1710854,-369.53,745815.1,restaurants
2024-09-09,POS,CITY OF CAPE TOWN *3201,-90.25,2959409.55,utilities
2024-09-09,ATM WITHDRAWAL,WOOLWORTHS 91893 ZA,-1138.81,3445693.53,groceries
2024-09-10,DEBIT ORDER,BANK INTEREST,21090.05,3454128.54,income
2024-09-10,CARD PURCHASE,SALARY ACME LTD,15016.11,1549856.97,income
2024-09-10,ATM WITHDRAWAL,BANK INTEREST,24270.98,915696.54,income
2024-09-10,ATM WITHDRAWAL,GAME STORE 8426763,-349.34,3455817.21,shopping
2024-09-10,EFT,DSTV 66414452 ZA,-20.94,3525667.48,entertainment
2024-09-10,ONLINE PAYMENT,NANDOS STORE 3207762,-1571.44,1614083.85,restaurants
2024-09-10,POS,SALARY ACME LTD,27998.84,607912.34,income
2024-09-10,EFT,MAKRO *26336328,-1657.42,3531911.52,shopping
2024-09-10,POS,PICK N PAY CPT 377556,-1541.43,3444152.1,groceries
2024-09-10,EFT,MAKRO *91737421,-1074.29,679281.84,shopping
2024-09-10,CARD PURCHASE,TELKOM ONLINE 487574,-187.56,1971938.24,utilities
2024-09-10,CARD PURCHASE,SPOTIFY STORE 5218,-377.91,3118498.78,entertainment
2024-09-11,ONLINE PAYMENT,VODACOM STORE 5637410,-1416.79,3077824.91,utilities
2024-09-11,DEBIT ORDER,KFC CPT 1123203,-1818.37,1610632.79,restaurants
2024-09-12,EFT,BANK INTEREST,16619.34,2280081.95,income
2024-09-12,ATM WITHDRAWAL,TAKEALOT *706734,-1321.49,1944144.21,shopping
2024-09-12,EFT,MAKRO STORE 1334,-1485.33,1540521.0,shopping
2024-09-12,ONLINE PAYMENT,KFC CPT 6017,-758.27,1661170.54,restaurants
2024-09-12,ATM WITHDRAWAL,SALARY ACME LTD,21365.2,133084.36,income
2024-09-13,CARD PURCHASE,NANDOS STORE 5269,-109.7,85137.88,restaurants
2024-09-13,ATM WITHDRAWAL,CITY OF CAPE TOWN *5259,-103.12,840205.16,utilities
2024-09-13,ATM WITHDRAWAL,PICK N PAY CPT 5362,-1102.37,604867.77,groceries
2024-09-13,CARD PURCHASE,MTN CPT 4206,-560.16,3558217.72,utilities
2024-09-14,ATM WITHDRAWAL,WOOLWORTHS *24334600,-474.07,935354.5,groceries
2024-09-14,ONLINE PAYMENT,STEERS 49901 ZA,-799.75,2704298.21,restaurants
2024-09-14,POS,CHECKERS 787263 ZA,-858.87,2384529.52,groceries
2024-09-14,CARD PURCHASE,SALARY ACME LTD,27902.63,1723291.57,income
2024-09-15,ONLINE PAYMENT,MCDONALDS ONLINE 3733,-1311.21,3508703.87,restaurants
2024-09-15,DEBIT ORDER,DSTV 0872222 ZA,-1278.11,253295.87,entertainment
2024-09-15,POS,MCDONALDS STORE 815919,-843.54,295407.67,restaurants
2024-09-15,DEBIT ORDER,AMAZON STORE 64636,-1297.38,1609335.41,shopping
2024-09-15,CARD PURCHASE,MAKRO ONLINE 15174,-1469.33,511246.88,shopping
2024-09-15,DEBIT ORDER,CHECKERS STORE 648625,-1594.13,3376042.73,groceries
2024-09-16,EFT,TAKEALOT *4776,-1011.61,2227552.99,shopping
2024-09-16,EFT,NETFLIX STORE 267882,-427.46,2794631.02,entertainment
2024-09-16,CARD PURCHASE,SALARY ACME LTD,26762.96,34922.76,income
2024-09-16,ATM WITHDRAWAL,STEAM *1335,-661.37,420982.65,entertainment
2024-09-16,DEBIT ORDER,SALARY ACME LTD,21764.51,3245443.24,income
2024-09-16,POS,FREELANCE CLIENT,7243.28,2646647.04,income
2024-09-16,EFT,UBER ONLINE 03922,-961.96,794334.05,transport
2024-09-16,POS,BANK INTEREST,16605.4,451306.89,income
2024-09-16,CARD PURCHASE,WOOLWORTHS *308623,-1202.69,2937525.94,groceries
2024-09-16,ONLINE PAYMENT,CHECKERS ONLINE 9492,-915.7,2393287.05,groceries
2024-09-16,EFT,NETFLIX ONLINE 66206,-1445.44,1719980.77,entertainment
2024-09-17,CARD PURCHASE,TELKOM 36679 ZA,-151.75,1583838.7,utilities
2024-09-17,ONLINE PAYMENT,KFC CPT 76199135,-508.86,2163189.56,restaurants
2024-09-17,CARD PURCHASE,SALARY ACME LTD,26046.32,1592615.52,income
2024-09-17,DEBIT ORDER,SALARY ACME LTD,5134.24,2997031.22,income
2024-09-17,CARD PURCHASE,KFC STORE 18734608,-823.26,415962.74,restaurants
2024-09-18,ATM WITHDRAWAL,DSTV STORE 57203,-839.26,1525995.54,entertainment
2024-09-18,CARD PURCHASE,VODACOM ONLINE 0305,-78.04,3448519.79,utilities
2024-09-18,CARD PURCHASE,NETFLIX STORE 3424,-348.78,1985974.19,entertainment
2024-09-18,CARD PURCHASE,BANK INTEREST,13214.19,1406864.05,income
2024-09-18,CARD PURCHASE,BANK INTEREST,20489.71,1536070.51,income
2024-09-19,EFT,UBER *57455522,-1506.9,2448672.2,transport
2024-09-19,EFT,BP CPT 98456,-1786.04,2302242.7,transport
2024-09-20,EFT,AMAZON 06833115 ZA,-1982.55,3372533.98,shopping
2024-09-20,DEBIT ORDER,SPOTIFY CPT 0378,-418.3,2713810.46,entertainment
2024-09-20,POS,STEAM ONLINE 554540,-184.68,3449241.47,entertainment
2024-09-20,CARD PURCHASE,FREELANCE CLIENT,20729.63,1605438.17,income
2024-09-20,ATM WITHDRAWAL,MAKRO *91143313,-718.68,2164436.87,shopping
2024-09-21,ONLINE PAYMENT,AMAZON *75455,-134.76,2326501.83,shopping
2024-09-21,CARD PURCHASE,UBER *63930716,-239.51,1717635.13,transport
2024-09-21,ATM WITHDRAWAL,VODACOM ONLINE 7625501,-1576.23,603291.54,utilities
2024-09-21,CARD PURCHASE,STEERS CPT 7009699,-625.59,2012212.62,restaurants
2024-09-21,CARD PURCHASE,CHECKERS 47480382 ZA,-893.87,1949487.81,groceries
2024-09-21,CARD PURCHASE,DSTV 86958 ZA,-1986.75,2952749.82,entertainment
2024-09-21,EFT,SALARY ACME LTD,12188.05,1617626.22,income
2024-09-22,POS,MCDONALDS 1000062 ZA,-186.41,3126121.82,restaurants
2024-09-22,DEBIT ORDER,DSTV 93510 ZA,-374.42,605970.14,entertainment
2024-09-22,ONLINE PAYMENT,SALARY ACME LTD,23473.08,3479290.29,income
2024-09-22,EFT,PICK N PAY *6356131,-1150.15,2725969.28,groceries
2024-09-23,ATM WITHDRAWAL,TAKEALOT ONLINE 5165738,-1043.23,2161670.35,shopping
2024-09-23,ONLINE PAYMENT,BANK INTEREST,22107.25,3578270.29,income
2024-09-23,CARD PURCHASE,GAME *6962,-408.11,1659565.62,shopping
2024-09-23,ONLINE PAYMENT,BOLT *6655938,-423.22,2932523.18,transport
2024-09-23,POS,SPOTIFY *78988981,-1321.37,975283.35,entertainment
2024-09-23,ATM WITHDRAWAL,KFC STORE 46382710,-485.1,3432395.68,restaurants
2024-09-24,EFT,CITY OF CAPE TOWN CPT 81741,-1914.95,3358925.46,utilities
2024-09-24,POS,CITY OF CAPE TOWN CPT 67196948,-1274.17,1056805.74,utilities
2024-09-24,EFT,TAKEALOT 9198 ZA,-1544.78,994809.15,shopping
2024-09-24,ATM WITHDRAWAL,NANDOS CPT 6082872,-1623.23,3447503.76,restaurants
2024-09-24,ONLINE PAYMENT,TELKOM ONLINE 3871839,-1227.63,2721835.34,utilities
2024-09-24,EFT,TAKEALOT CPT 92122,-1661.38,472058.51,shopping
2024-09-24,CARD PURCHASE,CHECKERS CPT 896303,-763.82,598127.82,groceries
2024-09-24,ATM WITHDRAWAL,BP *31457,-1586.03,2841822.53,transport
2024-09-24,ONLINE PAYMENT,SPAR ONLINE 87845,-230.57,3152416.51,groceries
2024-09-25,DEBIT ORDER,MTN ONLINE 41378603,-1285.15,1970653.09,utilities
2024-09-25,POS,SPAR *063182,-405.65,1536614.57,groceries
2024-09-25,DEBIT ORDER,MTN CPT 387968,-29.06,1557307.6,utilities
2024-09-26,DEBIT ORDER,GAME 3145490 ZA,-1374.13,1642319.54,shopping
2024-09-26,ATM WITHDRAWAL,BP *465310,-601.95,1718647.55,transport
2024-09-26,DEBIT ORDER,TELKOM *09646387,-1542.95,46409.56,utilities
2024-09-26,ONLINE PAYMENT,SALARY ACME LTD,29013.97,235835.41,income
2024-09-26,ATM WITHDRAWAL,MCDONALDS *2403,-377.53,484634.64,restaurants
2024-09-26,DEBIT ORDER,SPAR *56998,-393.93,2003181.32,groceries
2024-09-26,EFT,PICK N PAY *13411,-1032.53,3153881.85,groceries
2024-09-26,POS,BP 64813925 ZA,-832.74,3426468.25,transport
2024-09-27,POS,SALARY ACME LTD,22895.29,460408.43,income
2024-09-27,ONLINE PAYMENT,GAME ONLINE 172497,-1021.87,3433511.0,shopping
2024-09-27,DEBIT ORDER,STEAM ONLINE 4447568,-1197.83,1838012.79,entertainment
2024-09-27,CARD PURCHASE,BP CPT 4177,-315.21,909586.68,transport
2024-09-28,DEBIT ORDER,WOOLWORTHS CPT 09908846,-1932.7,1214287.41,groceries
2024-09-28,EFT,CHECKERS 21297563 ZA,-193.71,1466487.62,groceries
2024-09-28,POS,GAME 4266 ZA,-822.26,959721.63,shopping
2024-09-28,ONLINE PAYMENT,WOOLWORTHS STORE 13026,-539.04,1212231.41,groceries
2024-09-29,EFT,STEAM *4816224,-1863.25,3021619.92,entertainment
2024-09-29,ONLINE PAYMENT,BANK INTEREST,22039.07,1034772.05,income
2024-09-29,ATM WITHDRAWAL,NANDOS CPT 090599,-1646.38,693427.43,restaurants
2024-09-29,ATM WITHDRAWAL,WOOLWORTHS *2098630,-1117.13,1199387.19,groceries
2024-09-29,ATM WITHDRAWAL,BOLT CPT 62493523,-258.4,3333877.26,transport
2024-09-30,ATM WITHDRAWAL,SALARY ACME LTD,26507.36,738790.86,income
2024-09-30,CARD PURCHASE,STEERS CPT 105883,-1181.56,1649962.95,restaurants
2024-09-30,ATM WITHDRAWAL,MTN *6606,-116.2,249153.02,utilities
2024-09-30,ATM WITHDRAWAL,WOOLWORTHS 35768555 ZA,-823.97,1716365.87,groceries
2024-10-01,ONLINE PAYMENT,SALARY ACME LTD,14768.29,214399.13,income
2024-10-01,ONLINE PAYMENT,STEAM 491323 ZA,-1495.81,1363201.36,entertainment
2024-10-01,CARD PURCHASE,NANDOS STORE 28885,-854.07,3118123.73,restaurants
2024-10-01,ATM WITHDRAWAL,BP ONLINE 41875,-1360.26,3349636.73,transport
2024-10-01,CARD PURCHASE,UBER ONLINE 4992187,-1045.63,692533.68,transport
2024-10-01,DEBIT ORDER,MAKRO 2229884 ZA,-1161.67,2304212.3,shopping
2024-10-01,ONLINE PAYMENT,VODACOM CPT 57779476,-677.99,1139696.64,utilities
2024-10-02,DEBIT ORDER,SALARY ACME LTD,29033.8,565275.23,income
2024-10-02,DEBIT ORDER,STEAM 318626 ZA,-1575.92,2743537.97,entertainment
2024-10-02,ONLINE PAYMENT,PICK N PAY STORE 71813,-1747.2,2772593.7,groceries
2024-10-02,CARD PURCHASE,SPOTIFY *9984,-1947.69,458460.74,entertainment
2024-10-02,ONLINE PAYMENT,UBER STORE 42708030,-94.01,464148.96,transport
2024-10-02,EFT,VODACOM STORE 89985699,-1298.06,1930829.79,utilities
2024-10-02,DEBIT ORDER,BOLT CPT 2385820,-1941.55,3345330.54,transport
2024-10-02,ATM WITHDRAWAL,CITY OF CAPE TOWN ONLINE 4509710,-430.11,1686085.02,utilities
2024-10-03,EFT,MCDONALDS *801813,-1648.2,1443873.36,restaurants
2024-10-03,ATM WITHDRAWAL,SALARY ACME LTD,8768.25,2016728.37,income
2024-10-03,ONLINE PAYMENT,NETFLIX *5301918,-467.17,981783.43,entertainment
2024-10-03,POS,BANK INTEREST,13005.09,1067601.37,income
2024-10-03,ONLINE PAYMENT,DSTV 61884770 ZA,-1512.51,3122867.34,entertainment
2024-10-03,CARD PURCHASE,TAKEALOT STORE 344850,-449.14,1540071.86,shopping
2024-10-03,CARD PURCHASE,SPOTIFY CPT 80464363,-594.33,684508.77,entertainment
2024-10-03,ONLINE PAYMENT,SALARY ACME LTD,28866.51,806342.18,income
2024-10-04,ONLINE PAYMENT,BANK INTEREST,6672.02,1145156.46,income
2024-10-04,EFT,PICK N PAY 24166342 ZA,-806.06,2991836.48,groceries
2024-10-04,CARD PURCHASE,NETFLIX ONLINE 193198,-1870.47,101476.58,entertainment
2024-10-04,ATM WITHDRAWAL,WOOLWORTHS ONLINE 39797,-1839.57,751223.6,groceries
2024-10-04,ONLINE PAYMENT,WOOLWORTHS CPT 93723,-1261.18,1120505.23,groceries
2024-10-04,EFT,FREELANCE CLIENT,8534.33,1824414.9,income
2024-10-05,POS,PICK N PAY 7622192 ZA,-999.96,737667.66,groceries
2024-10-05,DEBIT ORDER,SHELL CPT 8204,-370.64,2019250.53,transport
2024-10-05,DEBIT ORDER,NANDOS ONLINE 85718486,-74.28,1646824.42,restaurants
2024-10-05,DEBIT ORDER,SALARY ACME LTD,26591.06,3214746.2,income
2024-10-05,EFT,CHECKERS CPT 4914084,-1991.91,996353.93,groceries
2024-10-05,CARD PURCHASE,SALARY ACME LTD,24569.24,2693345.21,income
2024-10-05,POS,CITY OF CAPE TOWN *1604486,-1555.45,1654741.51,utilities
2024-10-05,EFT,VODACOM STORE 202504,-1350.72,2708984.43,utilities
2024-10-05,EFT,WOOLWORTHS *62824,-1176.45,1838469.14,groceries
2024-10-06,DEBIT ORDER,BOLT 605314 ZA,-429.5,3372142.67,transport
2024-10-06,EFT,CHECKERS STORE 6278,-514.46,2684988.53,groceries
2024-10-06,ATM WITHDRAWAL,SALARY ACME LTD,28363.41,1061764.43,income
2024-10-06,CARD PURCHASE,MCDONALDS ONLINE 56979075,-550.19,2149959.56,restaurants
2024-10-06,ONLINE PAYMENT,VODACOM CPT 36097,-508.89,1539339.61,utilities
2024-10-07,DEBIT ORDER,SPAR ONLINE 5178157,-364.66,2812576.34,groceries
2024-10-07,POS,CITY OF CAPE TOWN *2569,-363.07,1091080.72,utilities
2024-10-07,POS,VODACOM CPT 9195,-143.04,1757150.64,utilities
2024-10-07,ONLINE PAYMENT,KFC CPT 53089,-1935.99,1124707.69,restaurants
2024-10-07,DEBIT ORDER,NETFLIX CPT 621089,-970.46,1232813.37,entertainment
2024-10-08,POS,FREELANCE CLIENT,18296.47,3029122.01,income
2024-10-08,CARD PURCHASE,DSTV STORE 88419226,-1265.2,823289.77,entertainment
2024-10-08,EFT,BP 955504 ZA,-523.1,359132.18,transport
2024-10-08,DEBIT ORDER,KFC 3566959 ZA,-1328.66,2833594.19,restaurants
2024-10-08,CARD PURCHASE,DSTV 94619 ZA,-920.56,53704.08,entertainment
2024-10-08,ATM WITHDRAWAL,CITY OF CAPE TOWN ONLINE 85709431,-1958.23,1742960.89,utilities
2024-10-08,POS,WOOLWORTHS *4904471,-1514.8,1820228.2,groceries
2024-10-08,CARD PURCHASE,SPOTIFY STORE 997537,-367.07,1523809.34,entertainment
2024-10-08,DEBIT ORDER,PICK N PAY 89664 ZA,-202.91,1139946.16,groceries
2024-10-09,ONLINE PAYMENT,NETFLIX ONLINE 9376220,-1194.05,2750042.52,entertainment
2024-10-09,ATM WITHDRAWAL,VODACOM *789410,-1940.91,2677111.73,utilities
2024-10-09,ATM WITHDRAWAL,NANDOS CPT 9631265,-108.16,2345318.52,restaurants
2024-10-09,ONLINE PAYMENT,MCDONALDS CPT 8440178,-252.1,2010460.48,restaurants
2024-10-09,DEBIT ORDER,NETFLIX *9343412,-674.09,2771919.61,entertainment
2024-10-09,POS,STEAM 31878 ZA,-987.88,802971.6,entertainment
2024-10-09,DEBIT ORDER,TAKEALOT *6441489,-123.24,738667.62,shopping
2024-10-10,DEBIT ORDER,DSTV *72898,-289.48,1821221.01,entertainment
2024-10-10,ONLINE PAYMENT,WOOLWORTHS CPT 3470528,-23.26,2723452.87,groceries
2024-10-10,POS,GAME ONLINE 62102,-399.84,43023.85,shopping
2024-10-10,POS,FREELANCE CLIENT,26295.01,2307641.72,income
2024-10-10,EFT,GAME 09679 ZA,-1978.3,2691366.91,shopping
2024-10-11,ATM WITHDRAWAL,BP STORE 64083220,-87.75,1591511.0,transport
2024-10-11,ONLINE PAYMENT,FREELANCE CLIENT,19430.49,826262.44,income
2024-10-11,ATM WITHDRAWAL,UBER STORE 5936831,-1962.26,3123445.09,transport
2024-10-12,POS,SPAR 044046 ZA,-1764.63,2938728.63,groceries
2024-10-12,POS,SPOTIFY *3672142,-460.67,3153421.18,entertainment
2024-10-12,POS,CITY OF CAPE TOWN STORE 5894224,-814.96,2344446.36,utilities
2024-10-12,CARD PURCHASE,TAKEALOT CPT 4167610,-1499.39,3118876.69,shopping
2024-10-12,ATM WITHDRAWAL,TAKEALOT CPT 25485270,-706.4,2805293.84,shopping
2024-10-12,ATM WITHDRAWAL,SPAR ONLINE 442419,-432.92,754187.45,groceries
2024-10-12,EFT,WOOLWORTHS CPT 6619150,-1231.77,467278.35,groceries
2024-10-13,DEBIT ORDER,SPAR *658227,-501.01,2639588.54,groceries
2024-10-13,CARD PURCHASE,BP CPT 8153,-1348.92,1616277.3,transport
2024-10-13,ONLINE PAYMENT,DSTV 6104187 ZA,-1864.72,2322639.29,entertainment
2024-10-13,EFT,TAKEALOT CPT 69398994,-1300.52,2594868.18,shopping
2024-10-13,DEBIT ORDER,UBER *78018720,-801.32,934318.3,transport
2024-10-14,ATM WITHDRAWAL,BP 7244 ZA,-1289.85,2081460.7,transport
2024-10-14,POS,GAME *993095,-1285.19,2812681.56,shopping
2024-10-14,DEBIT ORDER,NETFLIX CPT 803631,-1725.91,2810955.65,entertainment
2024-10-14,DEBIT ORDER,UBER *091140,-84.39,3456166.55,transport
2024-10-14,POS,MCDONALDS CPT 344386,-423.21,3371908.91,restaurants
2024-10-14,DEBIT ORDER,STEAM CPT 5354,-182.43,3423009.04,entertainment
2024-10-15,ATM WITHDRAWAL,DSTV CPT 0353,-1886.36,2836464.12,entertainment
2024-10-15,EFT,FREELANCE CLIENT,19641.94,485012.17,income
2024-10-15,ONLINE PAYMENT,VODACOM *1372,-738.45,2163698.42,utilities
2024-10-15,DEBIT ORDER,MCDONALDS STORE 86719,-110.45,691702.18,restaurants
2024-10-15,DEBIT ORDER,SPOTIFY STORE 31150,-1715.17,3307808.59,entertainment
2024-10-15,CARD PURCHASE,PICK N PAY ONLINE 2452,-48.31,1988461.76,groceries
2024-10-15,EFT,DSTV CPT 4683263,-114.6,1643796.3,entertainment
2024-10-15,CARD PURCHASE,DSTV *160529,-1292.78,749930.82,entertainment
2024-10-16,ATM WITHDRAWAL,SHELL ONLINE 491438,-1730.62,2165871.94,transport
2024-10-16,DEBIT ORDER,NANDOS CPT 38112,-1739.32,439736.71,restaurants
2024-10-16,CARD PURCHASE,SPAR *6769,-1154.33,2965488.13,groceries
2024-10-16,POS,MAKRO 2111137 ZA,-1583.62,2826293.75,shopping
2024-10-16,ONLINE PAYMENT,UBER 356465 ZA,-131.11,3558086.61,transport
2024-10-16,DEBIT ORDER,UBER 4995674 ZA,-1597.4,3189625.94,transport
2024-10-16,ONLINE PAYMENT,WOOLWORTHS ONLINE 6674805,-1943.86,3429363.24,groceries
2024-10-17,POS,MTN STORE 50333,-1798.6,445829.5,utilities
2024-10-17,CARD PURCHASE,CITY OF CAPE TOWN 6013 ZA,-286.61,2349386.82,utilities
2024-10-18,ATM WITHDRAWAL,NETFLIX *088450,-690.89,3445179.8,entertainment
2024-10-18,EFT,STEAM STORE 8025,-986.26,3114345.08,entertainment
2024-10-18,ATM WITHDRAWAL,BP CPT 72090747,-1343.01,58750.47,transport
2024-10-18,CARD PURCHASE,BANK INTEREST,14003.34,1996055.86,income
2024-10-18,CARD PURCHASE,MTN 1913 ZA,-1931.21,1652810.3,utilities
2024-10-18,DEBIT ORDER,TAKEALOT *919582,-158.28,3556163.04,shopping
2024-10-18,ATM WITHDRAWAL,BP 09324292 ZA,-1546.4,2254428.33,transport
2024-10-18,CARD PURCHASE,SHELL ONLINE 87850574,-1686.88,1509430.28,transport
2024-10-18,POS,TAKEALOT *72642391,-362.8,1213432.55,shopping
2024-10-18,DEBIT ORDER,TELKOM STORE 00862,-1937.89,2968095.04,utilities
2024-10-19,ONLINE PAYMENT,WOOLWORTHS 43105 ZA,-1870.36,1129906.93,groceries
2024-10-19,ONLINE PAYMENT,DSTV ONLINE 77728,-1174.33,1819591.66,entertainment
2024-10-19,DEBIT ORDER,SALARY ACME LTD,26336.42,2974261.7,income
2024-10-19,DEBIT ORDER,CHECKERS STORE 752891,-953.81,3456618.82,groceries
2024-10-19,DEBIT ORDER,TAKEALOT 9492542 ZA,-1995.11,2228862.78,shopping
2024-10-20,EFT,FREELANCE CLIENT,20198.12,1799530.57,income
2024-10-20,POS,SPAR ONLINE 50497609,-1147.63,3130300.96,groceries
2024-10-20,ONLINE PAYMENT,BP 8393651 ZA,-951.25,2671347.95,transport
2024-10-20,ATM WITHDRAWAL,FREELANCE CLIENT,10550.46,3559179.3,income
2024-10-20,CARD PURCHASE,MCDONALDS CPT 29438,-550.42,150454.98,restaurants
2024-10-20,EFT,TAKEALOT 2689 ZA,-855.07,691445.64,shopping
2024-10-21,ATM WITHDRAWAL,SALARY ACME LTD,26743.48,1823978.7,income
2024-10-22,DEBIT ORDER,WOOLWORTHS CPT 802577,-708.04,2720685.74,groceries
2024-10-22,CARD PURCHASE,CHECKERS ONLINE 022889,-1618.89,3366237.38,groceries
2024-10-22,DEBIT ORDER,SALARY ACME LTD,8221.76,695621.58,income
2024-10-22,POS,SALARY ACME LTD,20243.87,1218135.58,income
2024-10-22,EFT,VODACOM CPT 36819851,-1209.2,1758218.73,utilities
2024-10-22,EFT,NETFLIX CPT 933787,-666.75,1087910.94,entertainment
2024-10-24,EFT,VODACOM CPT 613406,-1299.04,3430269.2,utilities
2024-10-24,CARD PURCHASE,CITY OF CAPE TOWN CPT 7732027,-1020.75,210523.64,utilities
2024-10-24,DEBIT ORDER,TAKEALOT 93724 ZA,-1352.94,3449426.15,shopping
2024-10-24,EFT,CITY OF CAPE TOWN 9874 ZA,-1641.18,1954028.73,utilities
2024-10-24,POS,GAME CPT 8424689,-432.68,3380799.57,shopping
